index,headline,short_description,Model_Predict
1396,"['get', 'cabin', 'fever', 'photo']","['ici', 'sidewalk', 'cold', 'wind', 'enough', 'daylight', 'kept', 'mani', 'us', 'indoor', 'long', 'result', 'wick', 'case', 'cabin', 'fever', 'time', 'get', 'away', 'day', 'chang', 'sceneri', 'iron', 'cure', 'cabin', 'fever', 'may', 'cabin']",TRAVEL
1397,"['michael', 'kor', 'beauti', 'line', 'captur', 'sporti', 'sexi', 'glam', 'flotu']","['kor', 'collect', 'sold', 'exclus', 'maci', 'divid', 'three', 'differ', 'categori', 'sporti', 'sexi']",BUSINESS
1398,"['find', 'best', 'cruis', 'deal', 'famili']","['tri', 'plan', 'famili', 'vacat', 'whether', 'famili', 'two', 'cruis', 'offer', 'fun', 'fill', 'conveni', 'vacat', 'unpack', 'explor', 'sever', 'destin', 'never', 'leav', 'ship', 'find', 'someth', 'everyon']",TRAVEL
1399,"['women', 'busi', 'q', 'lauren', 'bigelow', 'ceo', 'growth', 'capit', 'network']","['lauren', 'bigelow', 'serv', 'ceo', 'growth', 'capit', 'network', 'gcn', 'sinc', 'platform', 'lauren', 'team', 'manag', 'program', 'innov', 'entrepreneuri', 'commun', 'includ', 'acceler', 'michigan', 'innov', 'competit', 'midwest', 'greentech', 'entrepreneur', 'academi', 'midmarket', 'capit', 'survey']",BUSINESS
1400,"['tyra', 'bank', 'cindi', 'crawford', 'kate', 'moss', 'impress', 'pretti', 'darn', 'good', 'photo']","['understat', 'appar', 'tyra', 'labor', 'love', 'photo', 'project', 'legend', 'dress']",STYLE & BEAUTY
1401,"['men', 'need', 'cloth', 'help', 'blog', 'follow']","['men', 'think', 'fashion', 'mean', 'straightforward', 'suit', 'tie', 'look', 'fault', 'guy', 'think', 'way']",STYLE & BEAUTY
1402,"['disconnect', 'smartphon', 'rest', 'mind']","['new', 'year', 'usher', 'time', 'us', 'reflect', 'past', 'also', 'allow', 'us', 'think', 'way', 'refresh', 'mind', 'new', 'creativ', 'idea']",BUSINESS
1403,"['thing', 'kill', 'career']","['lot', 'peopl', 'make', 'mistak', 'think', 'damag', 'career', 'make', 'one', 'huge', 'misstep', 'realiti', 'usual', 'dramat']",BUSINESS
1404,"['memori', 'day', 'sale', 'shop', 'save', 'weekend']","['memori', 'day', 'weekend', 'unoffici', 'start', 'summer', 'whether', 'choos', 'enjoy', 'three', 'day', 'weekend', 'beach']",TRAVEL
1405,"['u', 'rout', 'goe', 'cross', 'countri', 'behind', 'scene', 'cross', 'countri', 'odyssey']","['got', 'back', 'everyon', 'ye', 'meet', 'cours', 'excit', 'see', 'town', 'offer', 'upcom', 'cross']",TRAVEL
1406,"['verizon', 'union', 'reach', 'tent', 'agreement', 'end', 'strike']","['largest', 'strike', 'five', 'year', 'may', 'soon']",BUSINESS
1407,"['biggest', 'challeng', 'face', 'start', 'up']","['say', 'experi', 'start', 'new', 'busi', 'terrifi', 'excit', 'given', 'time', 'young', 'compani', 'find', 'face', 'number', 'obstacl']",BUSINESS
1408,"['love', 'letter', 'lo', 'angel']","['sun', 'shine', 'brighter', 'wind', 'breezi', 'night', 'warmer', 'around', 'simpl', 'touch', 'california', 'sun', 'filter', 'feel', 'like', 'gentl', 'kiss', 'cheek']",TRAVEL
1409,"['denmark', 'haircut', 'must', 'equal', 'price', 'men', 'women']","['case', 'came', 'review', 'februari', 'woman', 'submit', 'complaint', 'salon', 'charg', 'kroner']",BUSINESS
1410,"['twilight', 'lunat', 'express']","['april', 'mark', 'last', 'ever', 'journey', 'lunat', 'express', 'year', 'built', 'british', 'empir']",BUSINESS
1411,"['shop', 'eleg', 'mother']","['would', 'find', 'one', 'leather', 'craftsman', 'florenc', 'make', 'copi', 'french', 'purs', 'would', 'carri', 'florentin', 'bag', 'tuck', 'away', 'lovingli', 'fabric', 'carri', 'sack', 'night', 'rest', 'life']",STYLE & BEAUTY
1412,"['gemma', 'redux', 'jewelri', 'score', 'blake', 'live', 'favorit', 'photo']","['imag', 'femal', 'lawyer', 'pretti', 'stereotyp', 'pinstrip', 'suit', 'conserv', 'accessori', 'uniform']",STYLE & BEAUTY
1413,"['nhl', 'vs', 'wal', 'mart', 'vs', 'congress', 'vs', 'progress']","['way', 'nhl', 'conflict', 'classic', 'union', 'disput', 'owner', 'make', 'fortun', 'back', 'player', 'scale', 'thing', 'upset', 'end', 'risk', 'lose', 'alien', 'good', 'work', 'class', 'folk', 'fill', 'seat']",BUSINESS
1414,"['christian', 'louboutin', 'vs', 'ysl', 'red', 'sole', 'court', 'case', 'take', 'new', 'twist']","['louboutin', 'ysl', 'heel', 'look', 'like', 'check', 'updat', 'yve', 'saint', 'laurent', 'releas', 'statement']",STYLE & BEAUTY
1415,"['fashion', 'gif', 'week', 'balenciaga', 'resort', 'model', 'get', 'anim']","['want', 'sure', 'check', 'stylelist', 'twitter', 'facebook', 'pinterest', 'week', 'fashgif', 'take', 'jacket']",STYLE & BEAUTY
1416,"['shopbop', 'new', 'campaign', 'prove', 'dog', 'make', 'everyth', 'better']","['take', 'look', 'collect', 'tri', 'let', 'head', 'explod', 'cute', 'head', 'shopbop', 'com', 'purchas']",STYLE & BEAUTY
1417,"['ski', 'summer']","['strap', 'ski', 'gear', 'get', 'readi', 'encor', 'winter', 'best', 'place', 'hit', 'slope', 'summer']",TRAVEL
1418,"['sulfat', 'free', 'shampoo', 'need', 'check', 'shampoo', 'label']","['true', 'year', 'use', 'sulfat', 'free', 'shampoo', 'know', 'miss', 'origin', 'formula']",BUSINESS
1420,"['kim', 'kardashian', 'know', 'dress', 'curv', 'photo']","['click', 'see', 'kim', 'kardashian', 'style', 'evolut', 'tv', 'person', 'entrepreneur', 'kany', 'better', 'half', 'kim', 'kardashian']",STYLE & BEAUTY
1421,"['greatest', 'airport', 'shop']","['thanksgiv', 'week', 'one', 'busiest', 'travel', 'week', 'year', 'us', 'combin', 'larger', 'usual', 'crowd', 'potenti']",TRAVEL
1422,"['plan', 'art', 'center', 'vacat', 'three', 'great', 'onlin', 'resourc']","['use', 'web', 'research', 'trip', 'year', 'use', 'resourc', 'bound', 'new', 'dog', 'attent', 'travel']",BUSINESS
1423,"['nablu', 'citi', 'martyr', 'citi', 'terrorist']","['like', 'palestinian', 'citi', 'skylin', 'nablu', 'dot', 'black', 'water', 'tower', 'palestinian', 'build', 'identifi']",TRAVEL
1425,"['picki', 'eater', 'travel', 'kid', 'eat', 'noth']","['thought', 'best', 'way', 'tackl', 'obstacl', 'travel', 'picki', 'eater', 'turn', 'help', 'huffpost', 'commun']",TRAVEL
1426,"['elizabeth', 'taylor', 'look', 'amaz', 'even', 'without', 'diamond', 'photo']","['shop', 'look', 'check', 'look', 'back', 'archiv', 'shirt', 'compani', 'shirt', 'dian', 'von', 'furstenberg', 'belt', 'revlon']",STYLE & BEAUTY
1428,"['clair', 'dane', 'golden', 'globe', 'dress', 'see', 'red', 'carpet', 'look', 'photo']","['clair', 'dane', 'year', 'massiv', 'success', 'homeland', 'new', 'babi', 'boy', 'husband', 'hugh', 'danci', 'sunday']",STYLE & BEAUTY
1429,"['state', 'worst', 'health', 'coverag', 'wall', 'st']","['last', 'year', 'u', 'popul', 'health', 'insur', 'coverag', 'differ', 'stage']",BUSINESS
1430,"['middl', 'class', 'america', 'sad', 'chart', 'countri', 'favorit', 'demograph']","['thing', 'go', 'well', 'middl', 'class', 'right', 'believ', 'us', 'take', 'look', 'chart']",TRAVEL
1431,['portland'],"['beauti', 'natur', 'surround', 'mix', 'trendi', 'shop', 'bar', 'stumpdown', 'disappoint', 'take', 'look', 'favorit', 'thing', 'gorgeou', 'oregon', 'citi']",TRAVEL
1432,"['ancient', 'azerbaijan', 'doll', 'eurovis', 'song', 'contest', 'photo']","['discov', 'sun', 'kiss', 'citi', 'ancient', 'ruin', 'innov', 'architectur', 'consum', 'anticip', 'olymp', 'music', 'kitsch']",TRAVEL
1433,"['christina', 'hendrick', 'talk', 'reject', 'ryan', 'gosl', 'pencil', 'skirt', 'flare', 'magazin', 'photo']","['christina', 'could', 'never', 'disappoint', 'us', 'read', 'full', 'stori', 'flare', 'com', 'want', 'sure', 'check', 'huffpost', 'style']",STYLE & BEAUTY
1434,"['gift', 'guid', 'awesom', 'present', 'made', 'right', 'usa', 'photo']","['find', 'great', 'local', 'made', 'item', 'hard', 'think']",TRAVEL
1435,"['amita', 'thai', 'cook', 'class', 'delici', 'altern', 'usual', 'bangkok', 'attract', 'photo']","['want', 'someth', 'fun', 'fli', 'plu', 'hour', 'idea', 'anyth', 'requir', 'lot', 'walk', 'would', 'land', 'middl', 'larg', 'crowd', 'made', 'want', 'put', 'fork', 'eye']",TRAVEL
1436,"['blake', 'live', 'look', 'gorgeou', 'leather', 'gucci', 'milan', 'fashion', 'week', 'show']","['star', 'front', 'row', 'want', 'sure', 'check', 'huffpost', 'style', 'twitter', 'facebook', 'tumblr', 'pinterest', 'instagram']",STYLE & BEAUTY
1437,"['high', 'wind', 'caus', 'scari', 'land', 'northern', 'spain', 'video']","['amazingli', 'airport', 'remain', 'open', 'injuri', 'flight', 'cancel', 'report', 'video', 'footag', 'taken', 'bilbao']",TRAVEL
1438,"['land', 'enchant', 'weekend', 'santa', 'fe']","['santa', 'fe', 'new', 'mexico', 'smell', 'piñon', 'infus', 'air', 'arriv', 'spectacular', 'show', 'ride', 'airport']",TRAVEL
1439,"['ny', 'congressman', 'introduc', 'famili', 'fli', 'togeth', 'act']","['parent', 'fli', 'small', 'children', 'new', 'advoc', 'washington']",BUSINESS
1440,"['vma', 'fashion', 'let', 'reliv', 'memor', 'moment', 'photo']","['anyon', 'ever', 'seen', 'mtv', 'video', 'music', 'award', 'know', 'even', 'gown', 'cocktail', 'dress', 'place', 'red']",STYLE & BEAUTY
1441,"['well', 'fargo', 'account', 'scandal', 'prompt', 'crimin', 'investig', 'california']","['bank', 'accus', 'open', 'million', 'unauthor', 'custom', 'account', 'credit', 'card']",BUSINESS
1442,"['angelina', 'joli', 'right', 'leg', 'oscar', 'take', 'internet', 'photo']","['descend', 'screenwrit', 'alexand', 'payn', 'nat', 'faxon', 'jim', 'rash', 'accept', 'award', 'best', 'adapt', 'screenplay']",STYLE & BEAUTY
1443,"['kati', 'perri', 'nicki', 'minaj', 'continu', 'top', 'worst', 'dress', 'list', 'photo']","['check', 'roundup', 'week', 'worst', 'dress', 'star', 'agre', 'us', 'head', 'best', 'dress', 'galleri']",STYLE & BEAUTY
1444,"['real', 'deal', 'hair', 'extens']","['hair', 'extens', 'come', 'long', 'way', 'forget', 'everyth', 'think', 'know', 'becom', 'excit', 'new', 'fashion', 'trend']",TRAVEL
1445,"['flip', 'flop', 'celebr', 'love', 'beach', 'street', 'red', 'carpet', 'photo']","['hall', 'berri', 'confess', 'stylelist', 'back', 'may', 'reason', 'alway', 'spot', 'flip', 'flop', 'probabl']",STYLE & BEAUTY
1446,"['best', 'place', 'see', 'fall', 'color']","['color', 'time', 'year', 'northeast', 'surround', 'beauti', 'shade', 'orang', 'red', 'yellow', 'leaf', 'peep', 'season', 'kick', 'full', 'swing', 'one', 'region', 'appreci', 'fall', 'foliag']",STYLE & BEAUTY
1447,"['pari', 'instal', 'sparkl', 'water', 'fountain', 'across', 'citi']","['oui', 'oui', 'oui']",TRAVEL
1448,"['dear', 'clair', 'huxtabl', 'letter', 'favorit', 'tv', 'mom', 'photo', 'video']","['click', 'slideshow', 'favorit', 'clair', 'huxtabl', 'moment', 'cosbi', 'show', 'copper', 'complexion']",STYLE & BEAUTY
1449,"['luxembourg', 'royal', 'babi', 'way', 'princ', 'félix', 'princess', 'clair']","['even', 'though', 'begun', 'quit', 'year', 'royal', 'babi', 'alreadi', 'princess', 'madelein', 'sweden', 'zara']",STYLE & BEAUTY
1450,"['kourtney', 'kardashian', 'short', 'pippa', 'jacket', 'celeb', 'steal', 'week', 'photo']","['week', 'celeb', 'breezi', 'afford', 'summer', 'look', 'seem', 'though', 'warmer', 'weather']",STYLE & BEAUTY
1451,"['centuri', 'later', 'old', 'thrill']","['first', 'time', 'flew', 'airplan', 'six', 'eastern', 'airlin', 'flight', 'miami', 'newark', 'probabl', 'dc', 'say', 'sure']",TRAVEL
1452,"['evil', 'eye', 'pendent', 'stylelist', 'network']","['whydid', 'said', 'evil', 'eye', 'look', 'given', 'person', 'depend', 'cultur', 'refer']",BUSINESS
1453,"['hotel', 'pick', 'artist', 'photo']","['travel', 'guy', 'look', 'femal', 'compani']",STYLE & BEAUTY
1454,"['way', 'freelanc', 'life', 'differ', 'day', 'job']","['grand', 'could', 'trade', 'tediou', 'predict', 'grind', 'percent', 'control', 'effort', 'result', 'profit', 'plu', 'author', 'give', 'much', 'vacat', 'time', 'need']",BUSINESS
1455,"['world', 'fastest', 'train', 'photo']","['travel', 'abroad', 'need', 'wait', 'find', 'catch', 'ride', 'one', 'world', 'coolest', 'high', 'speed', 'train']",TRAVEL
1456,"['love', 'bloom', 'etern', 'citi', 'light']","['icon', 'word', 'utter', 'bogart', 'bergman', 'casablanca', 'mani', 'year', 'ago', 'true', 'meaning', 'today', 'mayb', 'even', 'see', 'recent', 'bertrand', 'delano', 'mayor', 'pari', 'creat', 'someth', 'call', 'pari', 'tourist', 'day', 'meant', 'encourag', 'parisian', 'adopt', 'cordial', 'view', 'tourist']",TRAVEL
1457,"['even', 'conserv', 'admit', 'u', 'need', 'paid', 'famili', 'leav']","['right', 'wing', 'think', 'tank', 'offer', 'surpris', 'new', 'propos']",BUSINESS
1458,"['musha', 'cay', 'new', 'favorit', 'escap']","['cathyldali', 'destinosimperdivei', 'fredwreckla', 'cathyldali', 'well', 'look']",TRAVEL
1459,"['avn', 'award', 'pre', 'parti', 'bring', 'showcas', 'porn', 'star', 'fashion', 'sens', 'photo']","['let', 'investig', 'shall']",STYLE & BEAUTY
1461,"['sex', 'violenc', 'david', 'petrau', 'psc', 'afghanistan']","['work', 'privat', 'militari', 'secur', 'contract', 'issu', 'one', 'longstand', 'still', 'vex', 'issu', 'encapsul', 'three', 'word', 'inher', 'government', 'function']",BUSINESS
1462,"['memori', 'day', 'travel', 'america', 'busiest', 'airport', 'accord', 'foursquar']","['memori', 'day', 'around', 'corner', 'mean', 'american', 'hit', 'road', 'airport', 'train', 'drove']",TRAVEL
1463,"['fall', 'unemploy', 'retir', 'babi', 'boomer', 'could', 'reason']","['fortun', 'sign', 'econom', 'recoveri', 'may', 'gain', 'steam', 'u', 'ad', 'net', 'job', 'februari', 'third']",BUSINESS
1464,"['cruis', 'review', 'msc', 'yacht', 'club', 'ship', 'within', 'ship']","['well', 'known', 'north', 'american', 'market', 'napl', 'base', 'msc', 'privat', 'own', 'italian', 'cruis', 'line', 'launch', 'may', 'divina', 'compani', 'newest', 'fleet', 'ship']",TRAVEL
1465,"['miley', 'cyru', 'sex', 'shirt', 'hot', 'pant', 'strang', 'look', 'photo']","['photo', 'sex', 'sell', 'find', 'way', 'show', 'tit', 'singer', 'say', 'new', 'issu']",STYLE & BEAUTY
1466,"['justin', 'theroux', 'realli', 'realli', 'hate', 'teva', 'sandal']","['justin', 'prefer', 'wear', 'instead', 'often', 'spot', 'urban', 'adventur', 'motorcycl', 'lace', 'boot']",STYLE & BEAUTY
1467,"['david', 'cameron', 'cheryl', 'tieg', 'celebr', 'crush', 'photo']","['could', 'happen', 'presid', 'obama', 'good', 'luck', 'come', 'meet', 'boyhood', 'crush', 'struck', 'super', 'nerdi']",STYLE & BEAUTY
1468,"['il', 'salviatino', 'good', 'place', 'modern', 'marches', 'stay', 'itali']","['downton', 'abbey', 'set', 'itali', 'might', 'well', 'film', 'il', 'salviatino']",TRAVEL
1469,"['popular', 'vega', 'show', 'good']","['mani', 'show', 'choos', 'someth', 'everyon', 'la', 'vega']",TRAVEL
1470,"['takata', 'corp', 'file', 'bankruptci', 'follow', 'massiv', 'airbag', 'recal']","['biggest', 'bankruptci', 'japanes', 'manufactur']",BUSINESS
1471,"['accept', 'compliment', 'without', 'complic']","['deflect', 'compliment', 'modest', 'unpretenti', 'actual', 'bit', 'rude', 'someon', 'taken', 'time', 'notic', 'effort', 'gone', 'step', 'actual', 'acknowledg']",BUSINESS
1472,"['rick', 'steve', 'european', 'christma', 'christma', 'stori']","['european', 'countri', 'give', 'christma', 'special', 'twist', 'follow', 'stori', 'son', 'god']",TRAVEL
1473,"['secret', 'success', 'innov', 'afraid', 'fail']","['creat', 'innov', 'cultur', 'climat', 'manag', 'need', 'make', 'sure', 'employe', 'know', 'innov', 'job', 'requir', 'woven', 'fabric', 'busi', 'given', 'promin', 'place', 'job', 'descript', 'procedur', 'perform', 'evalu']",BUSINESS
1474,"['best', 'travel', 'app', 'site', 'help', 'plan', 'trip', 'handl', 'layov', 'find', 'go', 'next']","['aroundm', 'free', 'app', 'take', 'away', 'travel', 'anxieti', 'provid', 'closest', 'ga', 'station', 'bar']",TRAVEL
1475,"['outrag', 'beauti', 'new', 'york', 'fashion', 'week', 'fall', 'photo']","['beauti', 'stori', 'idea', 'tip', 'email', 'us', 'stylesubmiss', 'huffingtonpost', 'com', 'pr', 'pitch', 'sent', 'address']",STYLE & BEAUTY
1476,"['sparkl', 'new', 'caribbean', 'resort', 'hotel']","['look', 'brag', 'right', 'first', 'friend', 'experi', 'year', 'latest', 'greatest', 'caribbean', 'resort', 'look', 'top', 'new', 'caribbean', 'resort', 'hotel']",TRAVEL
1477,"['vienna', 'revisit']","['explor', 'set', 'explor', 'citi', 'belveder', 'palac', 'formal', 'garden', 'holfburg', 'palac', 'st', 'stephen']",TRAVEL
1478,"['best', 'unknown', 'california', 'destin', 'photo']","['kind', 'hate', 'share', 'best', 'kept', 'secret', 'job']",TRAVEL
1479,"['magician', 'time']","['time', 'everyth', 'want', 'still', 'abl', 'accomplish', 'lot', 'embrac', 'new', 'experi', 'probabl', 'seem', 'like', 'actual']",BUSINESS
1480,"['california', 'agenc', 'vote', 'ban', 'captiv', 'orca', 'breed', 'seaworld']","['coastal', 'commiss', 'said', 'approv', 'seaworld', 'san', 'diego', 'plan', 'expand', 'killer', 'whale', 'tank', 'condit']",BUSINESS
1481,"['use', 'door', 'face', 'techniqu', 'get', 'want']","['one', 'interest', 'counter', 'intuit', 'way', 'get', 'want', 'door', 'face', 'ditf', 'techniqu', 'idea', 'intent', 'get', 'reject', 'retreat', 'ask', 'someth', 'smaller']",BUSINESS
1482,"['tell', 'stori']","['stori', 'convey', 'inform', 'uniqu', 'way', 'plu', 'much', 'interest', 'engag', 'fact', 'bar', 'graph', 'pie', 'chart']",BUSINESS
1483,"['jim', 'carrier', 'former', 'denver', 'post', 'columnist', 'start', 'second', 'life', 'sail', 'blog']","['push', 'editor', 'denver', 'post', 'veteran', 'journalist', 'jim', 'carrier', 'see', 'bio', 'claim']",BUSINESS
1484,"['top', 'must', 'walt', 'disney', 'world', 'new', 'fantasyland']","['winter', 'holiday', 'upon', 'us', 'doubt', 'famili', 'pack', 'head', 'visit', 'one', 'icon', 'vacat', 'destin', 'countri', 'walt', 'disney', 'world', 'year', 'whole', 'lot', 'experi', 'recent', 'open', 'new', 'fantasyland', 'largest', 'expans', 'ever', 'magic', 'kingdom', 'histori']",TRAVEL
1485,"['hey', 'zuckerberg', 'suggest', 'add', 'classic', 'amp', 'book', 'club']","['famou', 'young', 'ceo', 'encourag', 'peopl', 'age', 'engag', 'book', 'kind', 'book', 'good', 'thing', 'demonstr', 'even', 'busi', 'execut', 'household', 'name', 'recogn', 'benefit', 'take', 'time', 'day', 'enjoy', 'literatur', 'provid', 'bit', 'reflect', 'would', 'even', 'encourag', 'would', 'add', 'classic', 'list']",BUSINESS
1486,"['cameron', 'brook', 'nightscap', 'prove', 'hawaii', 'magic', 'moonlight', 'photo']","['blue', 'sky', 'fade', 'night', 'differ', 'paradis', 'emerg', 'photograph', 'cameron', 'brook', 'devot', 'entir']",STYLE & BEAUTY
1487,"['natur', 'spa', 'har', 'natur', 'heal', 'water', 'photo']","['accord', 'u', 'travel', 'associ', 'leisur', 'found', 'contribut', 'overal', 'well', 'help', 'peopl', 'maintain']",BUSINESS
1489,"['uber', 'could', 'world', 'valuabl', 'start', 'billion', 'fund', 'rais', 'goal', 'reach']","['three', 'month', 'rais', 'enorm', 'sum', 'money', 'investor', 'uber']",BUSINESS
1490,"['carri', 'underwood', 'bought', 'sweatshirt', 'mistak']","['would', 'imagin', 'celeb', 'seemingli', 'endless', 'bank', 'account', 'problem', 'often', 'carri', 'underwood']",TRAVEL
1491,"['epic', 'confus', 'beauti', 'maze', 'earth']","['dixon', 'california', 'would', 'otherwis', 'typic', 'littl', 'pumpkin', 'patch', 'elev', 'guin', 'world', 'record', 'statu']",TRAVEL
1492,"['jennif', 'lopez', 'charliz', 'theron', 'best', 'dress', 'star', 'week', 'photo']","['temporarili', 'blind', 'glitz', 'glamour', 'cann', 'film', 'festiv', 'day']",STYLE & BEAUTY
1493,"['sp', 'lawyer', 'dior', 'homm', 'inspir', 'wardrob', 'video']","['watch', 'video', 'find', 'sp', 'classifi', 'nerd', 'creativ', 'field']",STYLE & BEAUTY
1494,"['even', 'tesla', 'fanat', 'shock', 'model', 'preorder']","['legitim', 'surpris', 'us']",STYLE & BEAUTY
1495,"['hawaii', 'sun', 'sand', 'segway', 'photo']","['reason', 'strap', 'helmet', 'prepar', 'tour', 'downtown', 'honolulu', 'bad', 'bone', 'start', 'play', 'head']",TRAVEL
1496,"['girl', 'havana', 'bohemian', 'chic', 'eateri', 'cuba']","['come', 'cuba', 'food', 'well', 'never', 'use', 'come', 'cuba', 'food']",TRAVEL
1497,"['spectacular', 'hotel', 'resid', 'planet']","['whether', 'fanci', 'exot', 'vacat', 'villa', 'urban', 'pie', 'à', 'terr', 'someth', 'pleas', 'everyon', 'move', 'readi', 'aeri', 'around', 'world']",TRAVEL
